Year Built,Price_Eur,Length,Width,N. views last 7d
2008,39000.0,9.14,2.77,163
1978,45000.0,9.58,2.72,163
2020,69750.0,7.75,2.5,163
2017,69984.0,7.1,2.26,163
2009,22000.0,6.45,2.5,163
2020,127164.48,7.5,2.6,163
2005,35000.0,7.32,2.55,163
1986,120000.0,23.0,5.38,163
2012,199000.0,10.42,3.1,163
2015,74900.0,8.91,2.93,163
2002,36500.0,8.0,2.0,163
2011,4500000.0,29.8,6.9,163
2014,20160.0,5.95,2.27,163
2013,6950000.0,34.53,7.41,163
2019,95040.0,6.65,2.6,163
1977,17490.0,7.5,2.75,162
2004,85000.0,11.9,3.9,162
1950,12500.0,6.0,2.2,162
2019,75490.0,7.2,2.29,162
2020,340500.0,11.4,3.5,162
1991,30000.0,10.2,3.5,162
2020,66990.0,7.1,2.53,162
1970,2797500.0,10.4,3.05,162
1988,52000.0,13.8,4.1,162
1990,45000.0,11.0,4.0,162
2018,69900.0,9.5,2.98,162
2004,35000.0,7.92,2.44,162
2019,160180.0,8.9,2.84,162
2020,67300.0,8.7,2.55,162
2010,159500.0,12.92,4.28,162
2012,59000.0,7.65,2.59,162
2002,292000.0,15.5,4.1,162
1985,9500.0,6.8,2.5,162
2009,269000.0,13.12,4.04,162
2019,74900.0,6.99,2.55,162
2004,58000.0,13.3,4.0,162
2000,8000.0,4.82,1.95,162
2004,30000.0,7.8,2.59,162
2020,46260.0,7.1,2.45,162
2012,129000.0,9.99,3.49,162
1978,75000.0,13.65,4.05,162
1998,249000.0,14.1,4.45,162
2001,95000.0,12.26,3.64,161
2013,280000.0,11.79,4.16,161
2014,25824.0,5.84,2.53,161
1909,32500.0,11.5,3.6,161
1989,72500.0,11.0,3.45,161
1998,9900.0,6.1,2.42,161
2020,54019.2,7.23,2.55,161
2007,24900.0,7.07,2.78,161
2007,54000.0,8.6,2.9,161
2007,110000.0,11.1,3.84,161
2018,141500.0,10.06,3.31,161
2019,239000.0,11.95,4.21,161
2016,912630.0,18.24,4.7,161
2020,67900.0,6.71,2.54,161
1995,30000.0,9.7,3.6,161
1996,13950.0,5.9,2.1,161
2021,364570.0,11.04,3.5,161
2008,299000.0,14.97,4.0,161
2002,43000.0,9.68,3.02,161
1967,125000.0,27.0,5.0,161
2020,198500.0,9.95,3.03,161
2018,243600.0,12.0,4.2,161
2020,689000.0,13.9,4.48,161
2018,29000.0,6.75,2.54,161
1993,125000.0,11.43,3.77,161
2005,198000.0,14.76,4.2,161
2019,119000.0,7.48,2.56,161
2001,219000.0,13.2,4.35,161
1995,38900.0,8.35,2.85,161
2020,62700554.0,16.71,4.75,161
2004,220000.0,17.0,4.75,161
2020,149600.0,8.07,2.59,160
2007,380000.0,10.07,2.8,160
1995,104356.5,17.71,5.55,160
1999,69900.0,10.5,3.34,160
1967,250000.0,34.3,6.1,160
1995,249900.0,18.0,4.68,160
1983,25000.0,7.62,2.8,160
2018,12899.0,4.44,2.12,160
1984,27000.0,9.75,3.2,160
2016,199900.0,10.36,3.05,160
2020,449000.0,13.5,3.99,160
1988,69000.0,13.5,4.6,160
2019,49950.0,5.99,2.49,160
1992,59900.0,11.4,3.45,160
2002,47000.0,9.02,3.4,160
1885,148000.0,28.0,5.6,160
1998,4032.0,5.7,1.55,160
2020,180460.8,8.25,3.05,160
2009,23500.0,7.05,2.55,160
2006,25000.0,7.42,2.45,160
2017,1250000.0,16.51,4.38,160
2020,24999.0,6.5,2.4,160
1965,12500.0,6.12,2.22,160
2019,163955.0,12.2,4.35,160
2009,35000.0,6.83,2.59,160
1983,99000.0,15.09,4.25,160
2020,34348.8,5.55,2.29,160
2000,189000.0,15.43,4.4,160
2008,295000.0,14.7,4.01,160
2014,268000.0,13.22,4.41,160
2001,135000.0,12.26,3.66,160
2020,9300000.0,30.4,8.25,160
1994,59000.0,9.6,2.95,160
1988,2499100.0,10.0,3.27,159
2007,25500.0,7.2,2.52,159
2002,96000.0,10.83,3.84,159
2020,10464.0,4.5,1.65,159
2019,96977.28,7.19,2.55,159
1976,99000.0,19.5,4.72,159
2020,16185.6,4.3,1.8,159
2020,125673.6,8.06,3.0,159
1999,26000.0,8.53,2.59,159
2020,145800.0,9.85,2.98,159
2014,337900.0,13.93,4.1,159
2015,415000.0,13.25,4.16,159
2016,2890000.0,25.5,5.74,159
1963,29750.0,9.4,2.8,159
1996,85000.0,11.98,3.83,159
2018,285000.0,12.29,4.2,159
2018,140000.0,9.45,2.74,159
1998,41500.0,9.5,3.3,159
2007,166000.0,11.74,3.78,159
1994,44990.0,8.03,2.74,159
2008,55000.0,8.99,2.96,159
2017,19900.0,5.7,2.25,159
1980,37500.0,9.9,3.2,159
2020,499000.0,12.5,3.94,159
1987,35000.0,11.5,3.0,159
2007,165000.0,12.0,4.05,159
2019,274999.0,11.4,3.5,159
2018,112881.6,6.6,2.59,158
2012,50000.0,8.4,2.5,158
2020,29900.0,5.65,2.35,158
2013,2000000.0,21.34,9.3,158
2003,56000.0,8.72,3.0,158
2019,47990.4,6.48,2.5,158
2020,32966.4,6.12,2.4,158
1991,198000.0,15.85,4.2,158
1990,35000.0,9.3,3.2,158
1979,24500.0,10.5,3.25,158
1974,60000.0,10.73,4.39,158
2013,230000.0,12.5,3.7,158
1979,59500.0,9.6,3.2,158
2006,79500.0,10.4,3.5,158
2019,27744.0,5.0,2.0,158
2013,2700000.0,23.95,6.45,158
2000,250000.0,17.07,4.6,158
1984,150000.0,9.25,2.25,158
1980,79500.0,11.9,3.65,158
2008,75000.0,9.25,3.1,158
2000,13900.0,6.2,2.44,158
2019,49900.0,6.95,2.54,158
2020,105000.0,12.0,3.7,158
2003,750000.0,25.35,6.33,158
1999,185000.0,13.54,4.17,158
1998,34900.0,9.0,3.0,158
2008,20800.0,4.86,2.32,158
2019,649000.0,14.2,4.32,157
2019,67104.0,6.9,2.6,157
2005,4800000.0,36.5,7.1,157
2009,60000.0,8.5,2.99,157
1980,12900.0,9.0,2.5,157
2016,29500.0,5.6,2.4,157
2015,1990000.0,20.8,5.0,157
1991,220000.0,23.0,5.8,157
2014,599000.0,16.2,4.45,157
2011,145000.0,11.66,3.59,157
2006,109000.0,7.5,2.25,157
2006,110000.0,9.99,3.8,157
1993,77900.0,14.0,4.0,157
2019,245249.28,8.24,2.6,157
2010,48500.0,8.15,2.59,157
1995,90000.0,11.58,2.36,157
2004,129000.0,11.75,3.78,157
1969,19900.0,8.5,3.1,157
1988,7198900.0,12.7,4.0,157
2011,343650.0,15.54,4.3,157
2020,24170.0,5.73,2.2,157
2007,245000.0,13.05,4.13,157
2009,234800.0,13.2,3.99,157
2020,1094920.0,16.2,4.4,157
2015,129500.0,7.85,2.7,157
2019,375000.0,11.56,3.45,157
2007,299000.0,15.98,4.26,156
2019,983424.0,13.8,4.37,156
1997,68500.0,13.45,3.3,156
2015,28900.0,5.9,2.5,156
2021,265000.0,10.36,2.55,156
2018,5950.0,5.0,2.1,156
1996,39000.0,9.5,3.15,156
2008,150000.0,11.58,3.96,156
2006,165000.0,13.7,4.22,156
2020,48864.0,6.4,2.38,156
1973,18995.0,8.5,3.1,156
1994,7422700.0,11.77,3.85,156
1990,89900.0,13.8,4.4,156
1997,29000.0,7.5,2.34,156
2019,9680.64,4.01,1.5,156
1987,63000.0,12.09,3.8,156
2019,1439000.0,20.8,5.0,156
2018,26900.0,6.1,2.37,156
2014,14900.0,4.7,1.85,156
2013,550000.0,15.44,4.47,156
2006,649000.0,19.9,5.1,156
2020,37780.0,6.3,2.5,156
1991,14950.0,8.9,2.31,156
1980,35000.0,9.5,3.05,156
2004,189000.0,15.49,4.22,156
1997,89000.0,11.89,3.65,156
1989,39990.0,11.0,3.25,155
2005,185000.0,13.21,4.11,155
1948,14900.0,8.25,2.65,155
1990,85000.0,13.68,4.26,155
2013,725000.0,18.41,4.9,155
2006,58000.0,9.5,2.77,155
2014,55000.0,7.62,2.56,155
2019,73000.0,7.69,2.5,155
2015,20500.0,6.12,2.4,155
1992,39500.0,10.0,3.35,155
2017,125000.0,9.0,3.0,155
2020,39950.0,8.4,2.8,155
2010,150000.0,9.98,3.8,155
2000,28000.0,8.4,2.57,155
2018,170000.0,7.62,2.59,155
2020,51500.0,6.4,2.46,155
2000,149000.0,13.2,4.2,155
2018,10000.0,5.9,2.38,155
1995,59990.0,10.7,3.45,155
1997,350000.0,29.87,5.79,155
2018,41900.0,5.9,2.5,155
1994,74000.0,11.74,3.79,155
2008,138240.0,8.0,2.5,154
2011,142000.0,11.2,3.46,154
2019,56160.0,6.45,2.48,154
1979,39000.0,6.43,2.19,154
1961,599000.0,93.0,11.6,154
2005,400000.0,15.48,4.6,154
2001,155000.0,14.7,4.1,154
1992,22000.0,6.83,2.55,154
1996,169000.0,13.7,4.2,154
2000,69990.0,9.2,3.2,154
2015,98500.0,12.0,6.0,154
1997,97000.0,12.1,3.8,154
2018,33900.0,5.35,2.1,154
2018,495737.0,13.82,4.06,154
2005,599000.0,23.93,5.66,154
1980,45000.0,5.9,2.6,154
2008,43000.0,8.95,2.95,154
2019,25500.0,6.08,2.35,154
1996,41500.0,8.0,2.0,154
2017,99500.0,8.99,2.85,154
1990,7000.0,7.0,2.0,154
2013,1390000.0,21.62,5.56,154
1992,60000.0,11.44,3.96,154
2013,14000.0,5.95,2.27,154
1981,6900.0,6.2,2.25,154
1941,6090.0,8.23,2.65,154
2020,24610540.0,11.49,3.49,154
2020,32640.0,6.5,2.48,154
2020,19799.0,5.07,2.12,154
2016,49900.0,7.05,2.3,154
2002,169000.0,13.24,4.16,154
2011,169500.0,10.1,3.15,154
1992,16900.0,6.3,2.34,154
2012,395850.0,14.72,4.35,154
1926,46900.0,8.0,2.2,154
2008,29900.0,6.1,2.44,154
2016,99800.0,8.0,2.54,154
2019,136000.0,7.65,2.5,154
1992,68000.0,14.88,4.35,153
2008,399000.0,17.02,4.63,153
2013,69900.0,20.13,2.92,153
1980,10500.0,6.25,2.5,153
1954,310000.0,28.0,5.0,153
2015,24960.0,6.0,1.9,153
2005,59000.0,9.5,3.3,153
2020,34499.0,5.75,2.54,153
1988,44990.0,12.8,4.25,153
2020,34300.0,7.1,2.53,153
2005,110000.0,12.5,3.5,153
2020,199900.0,9.02,3.15,153
2008,275000.0,13.1,4.0,153
2020,53565.0,5.99,2.21,153
2008,3900000.0,37.0,7.3,153
2012,545000.0,14.45,4.4,153
2003,49900.0,7.45,2.85,153
2019,2155940.0,6.0,2.0,153
1998,29000.0,6.88,2.47,153
2020,108992.0,7.62,2.54,153
2012,99500.0,10.55,3.81,153
2020,20499.0,5.75,2.54,153
2011,489900.0,15.75,4.29,153
2005,49500.0,9.79,3.15,153
1999,89000.0,9.9,3.2,153
1997,47500.0,9.1,3.05,153
1970,59500.0,17.32,4.05,153
2007,85000.0,10.6,3.56,152
1981,59500.0,10.85,3.6,152
1993,199000.0,19.8,5.08,152
2006,38000.0,8.3,2.8,152
1971,45000.0,9.48,3.36,152
2006,145000.0,13.53,4.02,152
2018,2300000.0,21.44,5.57,152
2019,43104.0,6.2,2.45,152
2003,16900.0,5.47,2.34,152
2020,24883.2,4.85,1.95,152
2014,148000.0,10.99,3.35,152
1990,59900.0,10.5,3.55,152
2019,14000.0,6.42,2.38,152
2003,36000.0,9.05,2.97,152
2015,29900.0,6.45,2.45,152
2006,147500.0,11.61,3.65,152
2011,440000.0,16.17,4.3,152
2019,69900.0,7.1,2.57,152
2003,50000.0,9.16,2.23,152
1980,32500.0,10.8,3.25,152
1988,155000.0,15.88,4.87,152
2019,43845.0,7.0,2.0,152
1994,84500.0,13.72,1.01,152
1995,84000.0,9.92,3.5,152
2008,495000.0,19.22,5.05,152
2001,214000.0,12.8,4.25,152
2020,22499.0,5.5,2.29,152
1995,48000.0,8.69,3.2,152
1974,19000.0,9.4,3.4,152
2013,148000.0,10.62,3.6,151
1993,72000.0,11.0,3.85,151
1994,124900.0,12.81,4.16,151
1992,110000.0,13.0,4.0,151
2004,169000.0,14.76,4.2,151
2020,33590.4,6.05,2.2,151
2014,59000.0,8.42,2.64,151
2019,1500000.0,17.6,4.88,151
1991,45000.0,9.3,3.3,151
1989,49900.0,10.7,3.4,151
2020,47950.0,6.29,2.36,151
2007,55000.0,9.5,3.45,151
2001,65000.0,12.42,3.5,151
1984,55000.0,11.6,3.96,151
1974,49500.0,15.3,4.0,151
2006,35000.0,9.6,3.2,151
2020,7290.0,4.52,1.95,151
2017,36000.0,5.73,2.2,151
1994,199000.0,10.68,2.65,151
2008,159000.0,12.13,3.64,151
2017,55900.0,7.05,2.3,151
2006,14880.0,5.25,2.16,151
2020,107880.0,9.96,3.36,151
1978,44990.0,11.6,3.2,151
2016,30000.0,5.95,2.3,151
1990,52000.0,10.85,3.62,150
2006,95000.0,11.99,3.6,150
2015,185000.0,9.86,3.6,150
1995,9000.0,6.0,2.35,150
2016,80000.0,9.0,3.0,150
2007,42900.0,9.18,3.13,150
2020,150565.0,7.99,2.95,150
2020,59950.0,6.6,2.1,150
2020,6450.0,4.9,1.9,150
2002,299000.0,16.0,4.0,150
2020,259000.0,10.31,3.5,150
2020,98300.0,8.3,2.55,150
1996,179950.0,19.2,4.75,150
2016,520000.0,13.86,4.25,150
1995,32000.0,7.0,2.59,150
2008,69000.0,7.0,2.0,150
1974,36000.0,11.0,3.25,150
2000,185000.0,15.7,4.3,150
2000,110000.0,11.68,3.2,150
1993,99990.0,11.0,3.5,150
2015,79900.0,9.0,2.85,150
2020,10999.0,5.07,2.12,150
1993,94000.0,11.5,3.6,150
1997,87000.0,10.59,3.35,150
2009,145000.0,11.5,3.89,150
2019,44832.0,5.75,2.54,150
2008,68000.0,9.9,2.95,150
1997,325000.0,24.35,6.0,150
1992,12000.0,7.36,2.68,149
2020,34115512.5,14.43,4.49,149
1981,275000.0,18.35,4.66,149
2018,480000.0,14.0,4.25,149
2019,16704.0,5.0,2.0,149
2011,33900.0,7.2,2.51,149
2020,18750.0,6.15,2.27,149
2020,17900.0,6.35,2.45,149
2011,990000.0,20.4,4.95,149
2012,299000.0,13.72,4.48,149
1987,63000.0,12.09,3.8,149
1984,33000.0,9.28,3.36,149
2020,20750.0,7.1,2.5,149
2018,1059295.0,15.82,4.67,149
2019,120000.0,9.14,2.4,149
1996,5900.0,4.9,1.98,149
1984,69900.0,11.6,3.75,149
2004,215000.0,17.53,4.65,149
2001,74500.0,8.74,2.45,149
2010,340000.0,14.33,4.41,149
1997,345000.0,22.8,5.45,149
1979,48000.0,5.1,2.04,149
2008,540000.0,19.05,4.97,149
2018,1590000.0,19.43,5.03,149
1984,17500.0,8.6,2.8,149
2012,1190000.0,21.04,5.07,149
2020,57494.4,6.05,2.22,149
2001,149900.0,14.6,4.4,149
2020,9325000.0,8.0,2.0,149
2003,189000.0,11.6,3.85,149
2014,3750000.0,24.97,5.5,149
2019,38000.0,8.4,2.52,149
2006,35000.0,7.51,2.83,149
2009,339000.0,15.56,4.35,149
1988,49500.0,10.74,3.68,149
2020,613350.0,15.85,4.51,149
2012,315000.0,13.5,4.5,149
2003,49000.0,9.78,3.1,149
1998,89000.0,10.5,3.5,149
2014,21500.0,5.4,2.08,149
2005,349000.0,17.67,4.65,148
2007,80000.0,10.2,3.2,148
2007,55000.0,7.47,2.59,148
2012,439000.0,14.92,4.5,148
2001,19500.0,9.5,3.1,148
2002,55000.0,8.25,2.55,148
2010,18900.0,4.24,2.06,148
1998,12000.0,5.9,2.35,148
2020,99890.0,8.25,2.95,148
2020,8450.0,5.43,2.15,148
2011,198000.0,10.7,3.4,148
2005,58995.0,8.94,2.82,148
2019,161511.36,7.88,2.46,148
2000,79000.0,9.6,3.6,148
2017,60800.0,6.85,3.65,148
1980,34500.0,11.5,3.4,148
2017,28000.0,5.89,2.29,148
1997,68900.0,9.46,3.3,148
2020,129244.8,9.58,2.99,148
2009,895000.0,23.77,5.69,148
2012,35500.0,7.23,2.78,148
2011,39900.0,6.33,2.49,148
1999,149500.0,14.5,4.3,148
2020,9294414.0,10.94,3.31,148
1998,50000.0,13.23,4.04,147
2017,129000.0,7.88,2.46,147
2015,695000.0,15.68,4.85,147
2017,570000.0,13.0,6.72,147
2018,132900.0,10.06,3.31,147
1997,160000.0,15.2,3.4,147
2009,143000.0,11.25,3.85,147
2016,235000.0,9.75,2.74,147
2020,33765.0,6.3,2.35,147
2020,98800.0,8.7,2.7,147
1987,37900.0,8.0,3.0,147
2019,86304.0,7.35,2.3,147
2009,138000.0,12.12,3.77,147
2007,157000.0,9.68,2.88,147
2009,70000.0,9.6,3.0,147
2004,18650000.0,14.2,4.25,147
2008,500000.0,16.0,4.61,147
2020,10490.0,4.8,1.85,147
1993,83000.0,11.56,3.86,147
2020,82003.2,6.96,2.5,147
1954,59500.0,22.35,4.6,147
2019,12500.0,5.0,2.0,147
2019,54624.0,6.4,2.45,147
2017,525000.0,13.8,4.37,147
1997,89500.0,12.8,4.1,147
2011,239000.0,12.0,3.0,147
1988,5900.0,5.0,2.0,147
1991,99000.0,15.0,4.5,147
2020,35424.0,6.6,2.1,147
2010,38000.0,7.62,2.47,147
2004,83000.0,10.34,3.5,147
1987,24500.0,8.0,3.06,147
2005,155000.0,12.25,3.39,147
2019,120000.0,7.9,2.57,146
2018,13917.12,4.9,1.95,146
2019,17760.0,7.5,1.8,146
2005,89500.0,9.07,3.31,146
2019,47383.0,6.05,2.22,146
2020,21700.0,6.22,2.49,146
1994,210000.0,18.9,5.3,146
2010,160000.0,12.95,4.28,146
2015,32500.0,5.9,2.48,146
1980,99000.0,14.0,4.45,146
2021,176615.0,8.1,2.6,146
1998,98000.0,9.5,3.3,146
2001,29500.0,7.5,2.59,146
1982,32500.0,8.6,2.8,146
2006,68000.0,7.49,2.9,146
1993,149000.0,15.0,4.5,146
2019,8600.0,5.0,2.1,146
2018,114622.08,6.2,2.03,146
1992,21000.0,8.8,2.98,146
1999,31900.0,7.62,2.59,146
2020,103718.0,8.7,2.7,146
2016,230000.0,10.2,3.35,146
2004,390000.0,17.37,4.93,146
2010,110000.0,11.66,3.85,146
2001,249000.0,9.5,2.8,146
2000,99000.0,11.2,3.75,146
1983,23925.0,9.14,3.35,146
2020,373350.0,10.31,3.25,146
2019,89950.0,9.0,3.6,146
2004,199000.0,13.0,3.0,146
2020,26500.0,6.84,2.5,146
2020,24999.0,6.74,2.55,146
2020,80846.0,6.45,2.46,146
1978,14990.0,12.0,3.0,146
2006,115000.0,10.85,3.68,146
2012,30200.0,6.61,2.54,146
2004,4468540.0,11.58,2.82,146
2018,96000.0,8.91,2.98,146
2004,115000.0,11.49,3.73,146
1972,82500.0,13.85,3.68,146
2001,85000.0,11.6,3.84,146
2020,318000.0,10.4,3.72,145
2000,32000.0,9.15,3.09,145
2006,95000.0,12.3,3.8,145
2000,79000.0,12.67,3.96,145
2017,152000.0,6.5,2.15,145
2008,269000.0,12.97,4.22,145
2002,22000.0,7.4,2.72,145
2010,7500.0,4.4,3.0,145
2019,172700.0,9.35,2.95,145
2020,78500.0,8.0,2.64,145
2020,146700.0,8.3,2.59,145
2009,99000.0,11.95,3.85,145
1995,35000.0,8.46,2.57,145
2020,25228974.0,13.6,4.21,145
2001,79000.0,11.6,3.7,145
2010,249000.0,13.65,4.25,145
2020,18515.0,4.86,1.96,145
1978,60000.0,9.4,3.0,145
2020,29900.0,6.19,2.46,145
2019,110200.0,8.0,2.59,145
1995,15500.0,6.5,2.5,145
2018,320000.0,12.05,3.55,145
2012,108000.0,11.9,4.0,145
1984,18900.0,7.0,3.0,145
1991,114500.0,15.2,4.35,145
2020,286800.0,7.65,2.59,145
2020,23460954.0,12.65,3.99,145
2001,149000.0,15.0,4.4,145
2020,133900.0,8.1,2.56,145
2001,155000.0,10.7,3.93,145
2007,579000.0,17.6,4.8,145
2008,265000.0,15.01,4.33,145
2020,10896.0,5.25,2.0,145
2012,600000.0,19.48,5.11,145
1987,50000.0,11.7,4.2,145
1972,29500.0,8.8,3.1,145
2006,235000.0,14.65,4.36,145
2006,99000.0,10.4,3.6,145
2010,49900.0,8.95,2.99,145
1980,21990.0,10.0,3.0,145
2004,89000.0,10.25,3.5,145
2020,3647940.0,6.0,2.0,144
2013,285000.0,13.36,4.16,144
1974,34500.0,10.5,3.4,144
2014,8490.0,6.0,2.75,144
1980,44900.0,9.0,3.0,144
2020,192000.0,11.2,3.3,144
2009,275000.0,12.25,3.95,144
2011,59000.0,8.87,2.98,144
2004,87500.0,11.0,3.45,144
2006,34900.0,7.15,2.5,144
1978,35000.0,9.5,3.0,144
2020,41884.0,8.0,3.0,144
2008,195000.0,13.72,3.39,144
2008,98000.0,11.0,4.0,144
2020,50150.4,6.81,2.36,144
2006,74500.0,9.47,2.9,144
2019,68900.0,7.62,2.53,144
2008,341000.0,14.89,4.28,144
2011,750000.0,21.47,5.43,144
2016,130000.0,8.3,2.85,144
2008,7273500.0,10.67,3.28,144
2017,1559140.0,5.3,2.5,144
2007,70000.0,11.95,4.3,144
2009,1450000.0,20.82,5.45,144
2010,30000.0,5.87,2.32,144
2019,38438.4,5.94,2.4,144
2003,75000.0,10.34,3.49,144
2020,18878.4,4.49,1.92,144
2018,250000.0,10.9,3.35,144
2012,1270000.0,19.24,5.07,144
2006,45000.0,7.91,2.75,144
2020,59500.0,7.45,2.5,144
2008,534000.0,21.6,5.5,144
2007,500000.0,19.06,4.9,144
2018,79000.0,8.5,2.5,144
1997,29000.0,9.0,3.2,144
2007,99000.0,10.08,3.42,144
2006,39900.0,8.57,2.83,144
1995,39750.0,8.35,2.85,144
2008,47000.0,8.73,2.78,144
2005,17500.0,6.22,2.47,144
2007,485000.0,13.4,3.88,144
2019,220000.0,9.99,3.3,144
2020,79940.0,7.8,2.45,144
2020,1084800.0,15.82,4.67,143
2017,2450000.0,21.44,5.0,143
1982,26000.0,7.5,2.55,143
2018,9450.0,5.4,2.22,143
1991,120000.0,14.0,4.0,143
2006,395000.0,52.5,16.0,143
1986,70000.0,11.3,3.96,143
2003,95000.0,10.83,3.84,143
2020,16500.0,5.7,2.18,143
2020,58410.0,7.26,2.48,143
1968,24000.0,5.65,2.05,143
2019,50784.0,6.2,2.54,143
2007,18500.0,6.52,2.49,143
1975,74500.0,11.2,3.45,143
2010,20000.0,6.4,2.54,143
1992,28500.0,9.0,3.0,143
2020,86790.0,6.8,2.5,143
2011,149000.0,10.2,3.35,143
2002,500000.0,21.9,5.45,143
1952,25000.0,31.41,5.04,143
1973,69950.0,12.65,3.65,143
2009,219000.0,12.7,4.1,143
2007,149000.0,7.5,2.4,143
2011,295000.0,12.35,4.05,143
2020,26572.8,4.85,1.95,143
2016,795000.0,15.15,4.88,143
1973,72000.0,10.3,3.9,143
1998,28990.0,9.73,2.97,143
2020,73728.0,7.98,2.54,143
2018,960000.0,16.11,4.49,143
2002,4900000.0,37.0,7.6,143
1998,80000.0,15.9,3.03,143
1980,74500.0,14.5,3.9,142
2009,1450000.0,20.55,5.45,142
1994,320000.0,15.2,4.55,142
2018,119990.0,11.0,3.35,142
2019,319000.0,11.99,3.85,142
2020,100185.0,8.8,2.95,142
1966,34500.0,12.0,3.65,142
2021,141374.4,7.4,2.6,142
2019,2105400.0,21.31,5.38,142
2004,69000.0,10.2,3.25,142
2000,129900.0,10.1,3.45,142
1991,54900.0,10.3,3.3,142
2020,22680.0,5.42,2.32,142
2008,179000.0,13.0,3.9,142
1996,116000.0,13.4,4.16,142
2018,800000.0,13.99,4.67,142
2008,150000.0,11.58,4.0,142
1974,14500.0,7.8,2.73,142
2014,1735650.0,22.99,5.73,142
1999,75000.0,10.35,2.49,142
2007,149000.0,13.8,4.13,142
2016,299900.0,13.5,5.0,142
1986,50000.0,5.9,2.0,142
1987,43000.0,8.95,3.5,142
2003,245000.0,14.5,4.39,142
2020,551545.0,11.73,3.35,142
1930,49500.0,13.95,3.95,142
2000,48000.0,8.8,2.7,142
1994,89000.0,15.0,4.75,142
2010,149000.0,9.7,3.2,142
2015,129000.0,10.13,2.96,142
2020,195840.0,8.5,3.05,141
2017,29900.0,6.45,2.5,141
2020,1163760.0,16.36,4.79,141
2019,1890000.0,32.15,6.1,141
2011,149500.0,10.2,3.5,141
2004,50000.0,9.5,3.0,141
2006,59900.0,9.5,2.74,141
2006,850000.0,25.07,5.9,141
2020,5200.0,4.2,1.85,141
2001,149000.0,12.99,4.16,141
2007,22000.0,6.0,2.33,141
2006,38000.0,7.95,2.44,141
1996,22900.0,8.08,2.59,141
2007,21500.0,6.21,2.47,141
2005,25000.0,7.16,2.82,141
2018,14500.0,5.3,2.24,141
2004,59000.0,8.8,2.74,141
2005,11990.0,5.0,4.96,141
2006,40000.0,13.8,3.9,141
1996,62995.0,10.5,3.5,141
1998,16000.0,7.35,2.6,141
1993,12000.0,7.75,2.75,141
2020,26900.0,4.9,1.98,141
2003,199000.0,14.0,4.3,141
2020,1144500.0,15.1,4.6,141
1997,290000.0,19.51,4.72,141
2017,209900.0,10.9,3.35,141
2018,5600000.0,27.18,7.53,141
2004,159000.0,11.74,3.31,141
1991,165000.0,12.98,4.14,141
1987,19000.0,7.62,2.54,141
1994,124900.0,11.33,4.01,141
2019,2050000.0,22.1,5.2,141
2000,87500.0,9.9,3.2,141
2019,215000.0,11.2,3.3,140
1998,149000.0,14.1,4.4,140
2003,170000.0,15.2,4.5,140
1988,28000.0,10.2,3.6,140
2015,40000.0,7.56,2.59,140
2020,473000.0,12.0,3.85,140
1985,99000.0,11.6,3.6,140
2020,43302.0,5.5,2.0,140
2014,189000.0,10.98,4.0,140
1989,43000.0,9.85,3.05,140
1980,32490.0,11.65,3.25,140
2019,50652.0,6.96,2.5,140
2020,49804.8,6.2,2.4,140
2005,129000.0,9.98,3.56,140
2004,26056.5,8.1,2.87,140
2020,200000.0,11.99,7.55,140
1965,319490.0,5.8,2.1,140
2006,29000.0,7.77,2.59,140
2009,165000.0,12.95,4.28,140
2017,69000.0,7.1,2.5,140
2007,690000.0,25.0,5.96,140
2014,179000.0,10.44,3.14,140
1980,39500.0,10.5,3.3,140
2008,495000.0,17.0,4.9,140
1993,299000.0,18.6,5.0,140
2001,174000.0,13.41,4.16,140
2008,118000.0,10.67,3.6,140
2008,135000.0,13.4,4.8,140
2005,291450.0,15.24,4.63,140
2021,134900.0,8.28,2.55,140
2004,198000.0,15.49,4.22,140
2003,154000.0,14.2,4.2,140
2020,22850.0,5.65,2.2,140
2009,84900.0,9.0,3.0,140
2000,149000.0,14.9,4.4,140
1993,69900.0,10.3,3.5,140
2020,127200.0,7.48,2.56,140
2001,72500.0,8.74,2.45,140
2018,3850000.0,24.1,6.8,140
2020,73990.0,8.3,2.55,140
2006,450000.0,16.2,5.62,140
1981,25900.0,9.9,9.9,140
2008,98000.0,11.98,3.99,140
1995,129000.0,12.5,4.15,139
1989,33000.0,11.34,3.68,139
2004,439000.0,19.0,5.0,139
2015,199000.0,11.2,3.46,139
2021,49900.0,5.94,2.54,139
1990,30000.0,12.0,3.0,139
2008,825000.0,15.75,4.88,139
1991,38000.0,12.0,3.85,139
2019,18700.0,6.0,2.0,139
2019,35520.0,5.7,2.15,139
2008,174900.0,13.0,4.0,139
1994,38500.0,8.45,2.85,139
2006,22000.0,7.5,2.75,139
2010,95000.0,9.45,3.05,139
2002,47500.0,8.2,2.5,139
2003,175000.0,7.8,2.5,139
2006,299000.0,15.0,5.0,139
1954,237500.0,42.58,5.08,139
2020,49900.0,5.2,1.95,139
2009,475000.0,17.0,4.6,139
2020,27785.0,5.66,2.17,139
2020,389000.0,11.4,3.5,139
1986,35000.0,9.38,3.58,139
2017,35900.0,6.1,2.37,139
2006,69500.0,9.65,3.3,139
2000,175000.0,16.0,4.72,139
1989,33500.0,11.0,3.7,139
1984,109000.0,12.3,3.9,139
2007,2500000.0,26.8,7.0,139
